state	yr	qtr	index_nsa	index_sa	note
MN	2001	2	187.38	185.63	"                                                                                               "
MN	2001	3	191.64	189.75	"                                                                                               "
MN	2001	4	193.14	193.32	"                                                                                               "
MN	2002	1	196.22	197.4	"                                                                                               "
MN	2002	2	202.68	200.98	"                                                                                               "
MN	2002	3	207.2	205.24	"                                                                                               "
MN	2002	4	209.87	209.85	"                                                                                               "
MN	2003	1	212.81	214.03	"                                                                                               "
MN	2003	2	219.54	217.83	"                                                                                               "
MN	2003	3	224.2	222.21	"                                                                                               "
MN	2003	4	226.31	226.13	"                                                                                               "
MN	2004	1	227.86	229.07	"                                                                                               "
MN	2004	2	234.17	232.45	"                                                                                               "
MN	2004	3	239.12	237.07	"                                                                                               "
MN	2004	4	241.72	241.52	"                                                                                               "
MN	2005	1	243.7	244.91	"                                                                                               "
MN	2005	2	250.1	248.26	"                                                                                               "
MN	2005	3	252.91	250.79	"                                                                                               "
MN	2005	4	254.38	254.24	"                                                                                               "
MN	2006	1	253.73	254.93	"                                                                                               "
MN	2006	2	257.19	255.34	"                                                                                               "
MN	2006	3	255.52	253.24	"                                                                                               "
MN	2006	4	253.3	253.16	"                                                                                               "
MN	2007	1	251.58	252.95	"                                                                                               "
MN	2007	2	249.16	247.35	"                                                                                               "
MN	2007	3	244.16	241.73	"                                                                                               "
MN	2007	4	234.35	234.08	"                                                                                               "
MN	2008	1	227.05	228.69	"                                                                                               "
MN	2008	2	223.22	221.59	"                                                                                               "
MN	2008	3	217.27	214.73	"                                                                                               "
MN	2008	4	207.37	206.89	"                                                                                               "
MN	2009	1	204.05	206.11	"                                                                                               "
MN	2009	2	203.74	202.15	"                                                                                               "
MN	2009	3	203.69	200.89	"                                                                                               "
MN	2009	4	202.05	201.38	"                                                                                               "
MN	2010	1	196.8	199.42	"                                                                                               "
MN	2010	2	201.54	199.84	"                                                                                               "
MN	2010	3	196.68	193.61	"                                                                                               "
MN	2010	4	195.35	194.68	"                                                                                               "
MN	2011	1	183.88	186.88	"                                                                                               "
MN	2011	2	186.83	185.06	"                                                                                               "
MN	2011	3	190.02	186.75	"                                                                                               "
MN	2011	4	188.99	188.52	"                                                                                               "
MN	2012	1	186.18	189.56	"                                                                                               "
MN	2012	2	195.29	193.24	"                                                                                               "
MN	2012	3	199.63	195.96	"                                                                                               "
MN	2012	4	199.63	199.35	"                                                                                               "
MN	2013	1	200.01	203.82	"                                                                                               "
MN	2013	2	211.94	209.47	"                                                                                               "
MN	2013	3	216.99	212.84	"                                                                                               "
MN	2013	4	215.28	215.24	"                                                                                               "
MO	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1991	2	100.51	99.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1991	3	101.16	100.37	"                                                                                               "
MO	1991	4	102.24	101.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1992	1	102.33	102.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1992	2	103.53	102.96	"                                                                                               "
MO	1992	3	104.02	103.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1992	4	104.33	103.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1993	1	104	104.02	"                                                                                               "
MO	1993	2	106.38	105.8	"                                                                                               "
MO	1993	3	108.37	107.46	"                                                                                               "
MO	1993	4	108.61	108.24	"                                                                                               "
MO	1994	1	110.61	110.6	"                                                                                               "
MO	1994	2	112.67	112.06	"                                                                                               "
MO	1994	3	114.95	113.96	"                                                                                               "
MO	1994	4	115.43	115.1	"                                                                                               "
MO	1995	1	115.8	115.72	"                                                                                               "
MO	1995	2	117.68	117.07	"                                                                                               "
MO	1995	3	119.57	118.51	"                                                                                               "
MO	1995	4	120.26	120.01	"                                                                                               "
MO	1996	1	121.89	121.7	"                                                                                               "
MO	1996	2	123.6	122.94	"                                                                                               "
MO	1996	3	125.15	124.06	"                                                                                               "
MO	1996	4	125.54	125.35	"                                                                                               "
MO	1997	1	126.3	126	"                                                                                               "
MO	1997	2	127.14	126.44	"                                                                                               "
MO	1997	3	128.07	126.98	"                                                                                               "
MO	1997	4	129.08	128.93	"                                                                                               "
MO	1998	1	130.86	130.53	"                                                                                               "
MO	1998	2	132.78	131.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1998	3	134.53	133.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1998	4	135.13	134.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	1	137.7	137.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	2	139.79	138.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	3	142.53	141.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	4	142.64	142.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	1	145.01	144.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	2	147.86	146.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	3	149.78	148.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	4	150.96	150.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	1	152.55	152.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	2	156.18	154.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	3	157.85	156.6	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	4	158.93	158.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	1	160.19	160.2	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	2	163.08	161.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	3	165.14	163.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	4	166.89	166.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	1	168.17	168.3	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	2	171.65	170.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	3	173.75	172.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	4	174.79	174.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	1	176.57	176.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	2	181.33	179.87	"                                                                                               "
MO	2004	3	182.82	181.04	"                                                                                               "
MO	2004	4	185.02	184.62	"                                                                                               "
MO	2005	1	186.79	187.22	"                                                                                               "
MO	2005	2	191.05	189.51	"                                                                                               "
MO	2005	3	194.51	192.23	"                                                                                               "
MO	2005	4	195.26	195.01	"                                                                                               "
MO	2006	1	196.85	197.66	"                                                                                               "
MO	2006	2	199.28	197.6	"                                                                                               "
MO	2006	3	201.31	198.42	"                                                                                               "
MO	2006	4	199.59	199.43	"                                                                                               "
MO	2007	1	199.5	201.03	"                                                                                               "
MO	2007	2	201.73	199.73	"                                                                                               "
MO	2007	3	200.58	197.23	"                                                                                               "
MO	2007	4	193.05	192.88	"                                                                                               "
MO	2008	1	187.43	189.7	"                                                                                               "
MO	2008	2	189.91	187.57	"                                                                                               "
MO	2008	3	189.32	185.95	"                                                                                               "
MO	2008	4	178.6	178.35	"                                                                                               "
MO	2009	1	176.21	179.07	"                                                                                               "
MO	2009	2	181.56	178.81	"                                                                                               "
MO	2009	3	181.25	177.79	"                                                                                               "
MO	2009	4	180.54	180.23	"                                                                                               "
MO	2010	1	172.81	176.03	"                                                                                               "
MO	2010	2	178.52	175.59	"                                                                                               "
MO	2010	3	170.82	167.27	"                                                                                               "
MO	2010	4	166.06	165.91	"                                                                                               "
MO	2011	1	161.33	164.62	"                                                                                               "
MO	2011	2	164.63	161.92	"                                                                                               "
MO	2011	3	168.8	164.75	"                                                                                               "
MO	2011	4	162.05	162.14	"                                                                                               "
MO	2012	1	160.06	163.61	"                                                                                               "
MO	2012	2	167.5	164.64	"                                                                                               "
MO	2012	3	168.86	164.29	"                                                                                               "
MO	2012	4	165.62	165.79	"                                                                                               "
MO	2013	1	162.97	166.79	"                                                                                               "
MO	2013	2	172.96	170	"                                                                                               "
MO	2013	3	177.94	172.71	"                                                                                               "
MO	2013	4	172.76	173.02	"                                                                                               "
MS	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	2	98.45	98.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	3	97.65	98.05	"                                                                                               "
MS	1991	4	99.79	100.27	"                                                                                               "
MS	1992	1	101.68	101.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	2	101	101.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	3	101.54	101.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	4	101.49	101.96	"                                                                                               "
MS	1993	1	102.57	102.73	"                                                                                               "
MS	1993	2	104.12	104.41	"                                                                                               "
MS	1993	3	105.18	105.51	"                                                                                               "
MS	1993	4	106.62	107.08	"                                                                                               "
MS	1994	1	107.97	108.29	"                                                                                               "
MS	1994	2	109.73	109.97	"                                                                                               "
MS	1994	3	110.95	111.24	"                                                                                               "
MS	1994	4	111.27	111.72	"                                                                                               "
MS	1995	1	114.03	114.52	"                                                                                               "
MS	1995	2	114.7	114.9	"                                                                                               "
MS	1995	3	115.68	115.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1995	4	116.26	116.7	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	1	117.24	117.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	2	119.27	119.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	3	121.25	121.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	4	122.51	122.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	1	123.01	123.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	2	124.43	124.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	3	125.05	125.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	4	125.74	126.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	1	126.85	127.74	"                                                                                               "
MS	1998	2	128.64	128.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	3	130.26	130.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	4	131.92	132.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	1	133.18	134.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	2	136.19	136.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	3	137.15	137.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	4	137.53	138.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	1	138.31	139.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	2	140.74	140.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	3	141.59	141.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	4	141.46	142.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	1	141.84	143.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	2	144.41	144.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	3	145.21	145.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	4	145.09	145.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	1	145.15	146.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	2	146.18	146.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	3	148.57	148.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	4	149.15	149.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	1	148.79	150.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	2	151.4	151.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	3	151.86	152.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	4	152.8	153.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	1	154.19	155.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	2	157.21	157.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	3	157.91	158.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	4	159.28	159.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	1	162.07	163.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	2	164.18	164.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	3	168.42	168.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	4	174.55	175.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	1	177.35	179.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	2	182.57	182.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	3	185.49	185.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	4	187.3	187.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	1	189.43	191.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	2	191.97	191.5	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	3	189.38	189.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	4	189.63	190.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	1	185.85	188.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	2	187.64	187.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	3	183.73	183.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	4	177.96	178.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	1	172.34	174.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	2	175.72	175.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	3	174.4	173.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	4	170.45	171.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	1	166.7	169.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	2	166.45	165.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	3	166.47	165.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	4	162.57	163.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	1	158.74	161.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	2	160.68	160.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	3	161.76	160.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	4	160.07	161.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	1	160.73	163.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	2	162.7	162.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	3	164.6	163.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	4	162.19	163.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	1	161.98	164.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	2	167.2	166.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	3	168.72	167	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	4	165.31	166.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	2	101.65	101.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	3	106.06	105.2	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	4	111.74	110.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	1	110.6	110.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	2	112.56	112.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	3	117.37	116.4	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	4	120.76	119.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	1	123.26	123.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	2	127.93	127.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	3	131.39	130.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	4	134.93	134.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	1	138.34	138.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	2	143.07	142.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	3	145.31	144.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	4	148.06	147.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	1	149.17	149.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	2	151.71	150.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	3	155	153.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	4	155	154.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	1	156.06	156	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	2	159.73	158.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	3	161.69	160.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	4	161.86	161.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	1	163.67	163.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	2	164.24	163.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	3	164.78	163.3	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	4	163.56	163.4	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	1	165.79	165.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	2	166.74	165.4	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	3	167.43	165.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	4	168.55	168.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	1	169.93	169.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	2	174.34	172.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	3	176.44	174.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	4	176.03	175.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	1	176.97	177.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	2	180.5	178.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	3	182.53	180.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	4	181.04	180.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	1	186.96	187.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	2	189.11	187.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	3	190.98	189.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	4	192.85	192.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	1	194.49	195.3	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	2	200.48	198.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	3	203.33	201.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	4	206.2	205.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	1	207.68	208.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	2	216.73	214.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	3	222.04	219.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	4	222.94	222.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	1	226.62	227.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	2	236.74	233.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	3	242.48	239.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	4	245.64	245.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	1	251.66	252.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	2	263.99	260.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	3	269.98	267.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	4	275.71	275.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	1	282.44	283.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	2	291.53	288.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	3	299.03	295.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	4	301.82	301.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	1	303.81	305.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	2	315.95	312.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	3	318.06	314.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	4	319.75	318.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	1	315.95	317.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	2	318.44	314.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	3	318.78	315.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	4	309.62	308.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	1	307.67	309.1	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	2	309.9	306.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	3	310.84	307.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	4	310.93	310.6	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	1	304.78	305.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	2	306.58	303.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	3	300.52	297.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	4	294.12	294.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	1	290.12	290.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	2	298.03	295.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	3	296.84	294.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	4	291.29	291.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	1	298.69	298.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	2	302.9	300.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	3	312.66	309.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	4	314.58	314.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	1	322.77	321.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	2	324.04	321.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	3	329	326.3	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	4	336	336.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
NC	1991	1	100	100	"                                                                                               "
NC	1991	2	100.53	100.36	"                                                                                               "
NC	1991	3	100.49	100.2	"                                                                                               "
NC	1991	4	101.46	100.97	"                                                                                               "
NC	1992	1	102.3	102.32	"                                                                                               "
NC	1992	2	102.78	102.59	"                                                                                               "
NC	1992	3	103.62	103.28	"                                                                                               "
NC	1992	4	104.95	104.45	"                                                                                               "
NC	1993	1	104.2	104.28	"                                                                                               "
NC	1993	2	105.83	105.59	"                                                                                               "
NC	1993	3	106.55	106.14	"                                                                                               "
NC	1993	4	107.76	107.28	"                                                                                               "
NC	1994	1	109.23	109.38	"                                                                                               "
NC	1994	2	110.47	110.15	"                                                                                               "
NC	1994	3	113.03	112.54	"                                                                                               "
NC	1994	4	113.99	113.53	"                                                                                               "
NC	1995	1	114.17	114.36	"                                                                                               "
NC	1995	2	115.93	115.56	"                                                                                               "
NC	1995	3	116.62	116.05	"                                                                                               "
NC	1995	4	117.96	117.54	"                                                                                               "
NC	1996	1	117.59	117.82	"                                                                                               "
NC	1996	2	120.58	120.16	"                                                                                               "
NC	1996	3	122.27	121.66	"                                                                                               "
NC	1996	4	122.04	121.65	"                                                                                               "
NC	1997	1	123.12	123.38	"                                                                                               "
NC	1997	2	124.65	124.2	"                                                                                               "
NC	1997	3	126.62	125.95	"                                                                                               "
NC	1997	4	128.55	128.19	"                                                                                               "
NC	1998	1	130.02	130.24	"                                                                                               "
NC	1998	2	131.8	131.33	"                                                                                               "
NC	1998	3	133.18	132.47	"                                                                                               "
NC	1998	4	134.05	133.74	"                                                                                               "
NC	1999	1	134.87	135.03	"                                                                                               "
NC	1999	2	137.6	137.12	"                                                                                               "
NC	1999	3	138.97	138.2	"                                                                                               "
NC	1999	4	140.62	140.39	"                                                                                               "
NC	2000	1	140.68	140.78	"                                                                                               "
NC	2000	2	143.49	142.98	"                                                                                               "
NC	2000	3	145.25	144.46	"                                                                                               "
NC	2000	4	145.37	145.17	"                                                                                               "
NC	2001	1	146.8	146.87	"                                                                                               "
NC	2001	2	148.21	147.66	"                                                                                               "
NC	2001	3	149.49	148.69	"                                                                                               "
NC	2001	4	149.55	149.38	"                                                                                               "
NC	2002	1	150.38	150.42	"                                                                                               "
NC	2002	2	151.92	151.38	"                                                                                               "
NC	2002	3	153.56	152.76	"                                                                                               "
NC	2002	4	154.22	154.03	"                                                                                               "
NC	2003	1	154.87	154.91	"                                                                                               "
